Interval,Transfer,Bandwidth
814,88.4,741
815,89.5,751
816,88,738
817,89.4,750
818,88.5,742
819,88.5,742
820,88.4,741
821,89.2,749
822,88.8,744
823,89.4,750
824,88.2,740
825,88.2,740
826,89.4,750
827,88.1,739
828,88.6,743
829,89.6,752
830,88.1,739
831,89.4,750
832,88.1,739
833,89.1,748
834,88.6,743
835,88.2,740
836,89.5,751
837,88.2,740
838,88.2,740
839,89.9,754
840,87.9,737
841,88.4,741
842,89.5,751
843,88.2,740
844,88.1,739
845,89.6,752
846,88.2,740
847,89.6,752
848,88.6,743
849,88.2,740
850,89.6,752
851,88.2,740
852,88.2,740
853,89.4,750
854,88.6,743
855,88,738
856,89.2,749
857,88.1,739
858,89.8,753
859,87.9,737
860,89.9,754
861,88.5,742
862,88.2,740
863,88.5,742
864,89.4,750
865,88.4,741
866,89.2,749
867,88.2,740
868,88.4,741
869,89.5,751
870,88.5,742
871,88.2,740
872,89.6,752
873,88.4,741
874,88.6,743
875,88.1,739
876,89.8,753
877,88.2,740
878,88.2,740
879,89.4,750
880,88.5,742
881,88.5,742
882,89.6,752
883,88.5,742
884,88.5,742
885,88.6,743
886,88.8,744
887,88.4,741
888,89.2,749
889,88.2,740
890,89.6,752
891,88.4,741
892,88.2,740
893,89.1,748
894,88.5,742
895,89.5,751
896,88.2,740
897,88.1,739
898,89.5,751
899,88.1,739
900,89.4,750
901,88.2,740
902,89.5,751
903,88.5,742
904,88.4,741
905,88.2,740
906,89.4,750
907,88.1,739
908,89.5,751
909,88.4,741
910,89.2,749
911,88.1,739
912,88.4,741
913,89.5,751
914,88,738
915,89.5,751
916,88.5,742
917,89.1,748
918,88.1,739
919,89.5,751
920,88.6,743
921,88.4,741
922,88.2,740
923,88.8,744
924,89.8,753
925,88.2,740
926,89.1,748
927,88.4,741
928,88.4,741
929,88.4,741
930,89.5,751
931,88.4,741
932,88.4,741
933,89.6,752
934,88,738
935,89.5,751
936,88.2,740
937,88.2,740
938,89.8,753
939,88.1,739
940,88.4,741
941,89.9,754
942,88.4,741
943,88.2,740
944,88.4,741
945,89.6,752
946,88.4,741
947,89.1,748
948,88.2,740
949,88.8,744
950,88.8,744
951,88.4,741
952,89.2,749
953,88.5,742
954,89.2,749
955,88.2,740
956,89.1,748
957,88.1,739
958,89.4,750
959,88,738
960,89.6,752
961,88.4,741
962,89.2,749
963,88.8,744
964,88,738
965,88.1,739
966,90,755
967,88,738
968,89.5,751
969,88.2,740
970,88.5,742
971,89.1,748
972,88.1,739
973,89.6,752
974,88.1,739
975,89.5,751
976,88.2,740
977,88.4,741
978,88.5,742
979,89.5,751
980,88,738
981,89.8,753
982,88.1,739
983,88.6,743
984,89.4,750
985,88.2,740
986,88.5,742
987,88.6,743
988,89.5,751
989,88,738
990,88.8,744
991,89.4,750
992,88.2,740
993,88.2,740
994,89.4,750
995,88.2,740
996,88.1,739
997,90,755
998,88.6,743
999,88.9,746
1000,88.4,741
1001,89.2,749
1002,88,738
1003,89.2,749
1004,88,738
1005,89.8,753
1006,87.8,736
1007,89.2,749
1008,88.2,740
1009,89.5,751
1010,88.5,742
1011,88.4,741
1012,89.6,752
1013,88.6,743
1014,88.2,740
1015,89.4,750
1016,88.2,740
1017,88.1,739
1018,89.6,752
1019,88.4,741
1020,88.2,740
1021,89.2,749
1022,88.4,741
1023,88.4,741
1024,88.9,746
1025,89.6,752
1026,88.6,743
1027,88,738
1028,89.8,753
1029,88.4,741
1030,88.5,742
1031,89,747
1032,88.4,741
1033,88.4,741
1034,89.4,750
1035,88.1,739
1036,88.8,744
1037,89.6,752
1038,88.4,741
1039,88.4,741
1040,88.5,742
1041,89.8,753
1042,88.5,742
1043,87.9,737
1044,89.9,754
1045,88.2,740
1046,88.1,739
1047,89.5,751
1048,88.5,742
1049,88.5,742
1050,89.2,749
1051,88.2,740
1052,89.5,751
1053,87.9,737
1054,89.6,752
1055,88,738
1056,88.2,740
1057,89.4,750
1058,88.1,739
1059,89.5,751
1060,88.2,740
1061,88.4,741
1062,89.8,753
1063,88,738
1064,89.6,752
1065,88.2,740
1066,88.2,740
1067,89.2,749
1068,88.2,740
1069,89.4,750
1070,88.2,740
1071,89.6,752
1072,88.4,741
1073,88.5,742
1074,88.5,742
1075,88.4,741
1076,89.4,750
1077,88.1,739
1078,89.4,750
1079,88,738
1080,89.6,752
1081,88.1,739
1082,88.8,744
1083,89.2,749
1084,88.1,739
1085,89.6,752
1086,88.1,739
1087,88.2,740
1088,89.8,753
1089,88,738
1090,88.5,742
1091,89.6,752
1092,88.5,742
1093,88.2,740
1094,89.4,750
1095,88.1,739
1096,89.6,752
1097,88.1,739
1098,88.5,742
1099,88,738
1100,89.6,752
1101,88.2,740
1102,89.2,749
1103,89.1,748
1104,88.5,742
1105,88.4,741
1106,89.5,751
1107,88.4,741
1108,89.2,749
1109,87.8,736
1110,89.6,752
1111,88.4,741
1112,88.2,740
1113,89.1,748
1114,88.1,739
1115,88.9,746
1116,89,747
1117,88.4,741
1118,88.8,744
1119,89.2,749
1120,88.6,743
1121,88.1,739
1122,89.6,752
1123,88,738
1124,89.8,753
1125,88.2,740
1126,88.4,741
1127,89.2,749
1128,88.4,741
1129,89.5,751
1130,88.2,740
1131,88.2,740
1132,89.2,749
1133,88.4,741
1134,89.4,750
1135,88.2,740
1136,88.5,742
1137,89.6,752
1138,88,738
1139,89.5,751
1140,88.2,740
1141,88,738
1142,89.6,752
1143,88.5,742
1144,89,747
1145,88,738
1146,89.5,751
1147,88.1,739
1148,89.5,751
1149,88,738
1150,88.9,746
1151,88.4,741
1152,89.2,749
1153,88.2,740
1154,89.5,751
1155,88.4,741
1156,88.2,740
1157,89.5,751
1158,88,738
1159,89.4,750
1160,88.4,741
1161,88.2,740
1162,89.9,754
1163,88.6,743
1164,88.2,740
1165,88.2,740
1166,89.4,750
1167,88.9,746
1168,88.9,746
1169,88.5,742
1170,88.1,739
1171,89.2,749
1172,88.4,741
1173,89.5,751
1174,88.2,740
1175,89.4,750
1176,88.1,739
1177,88.4,741
1178,88.5,742
1179,89.6,752
1180,88.8,744
1181,88.4,741
1182,89.2,749
1183,88.5,742
1184,88.6,743
1185,88.5,742
1186,88.5,742
1187,89.6,752
1188,88,738
1189,88.6,743
1190,88.6,743
1191,89.6,752
1192,88.4,741
1193,88.4,741
1194,88.4,741
1195,89.9,754
1196,88.5,742
1197,88.6,743
1198,88.4,741
1199,88.2,740
1200,89.4,750
1201,88.2,740
1202,89.8,753
1203,88.4,741
1204,88.1,739
1205,89.8,753
1206,88.5,742
1207,88,738
1208,89.6,752
1209,88.1,739
1210,89.1,748
1211,88.6,743
1212,88.5,742
1213,89.4,750
1214,88.4,741
1215,88,738
1216,89.5,751
1217,87.9,737
1218,89,747
1219,88.5,742
1220,89.4,750
1221,88.9,746
1222,88.9,746
1223,88.4,741
1224,88.6,743
1225,89.2,749
1226,88.4,741
1227,88.2,740
1228,89.8,753
1229,88.1,739
1230,88.2,740
1231,89.6,752
1232,87.9,737
1233,89.6,752
1234,88.1,739
1235,89.2,749
1236,88.8,744
1237,88.5,742
1238,88.2,740
1239,89.5,751
1240,88.4,741
1241,89.4,750
1242,88.5,742
1243,88.2,740
1244,88.5,742
1245,89.6,752
1246,88,738
1247,88.5,742
1248,89.6,752
1249,88.2,740
1250,88.4,741
1251,88.4,741
1252,89.6,752
1253,88,738
1254,89.4,750
1255,88.8,744
1256,88.4,741
1257,88.4,741
1258,89.8,753
1259,88.5,742
1260,88.4,741
1261,88.4,741
1262,89.4,750
1263,89,747
1264,88.4,741
1265,88.1,739
1266,88.9,746
1267,88.9,746
1268,89.4,750
1269,88.4,741
1270,88.1,739
1271,89.5,751
1272,88.2,740
1273,89.4,750
1274,88.2,740
1275,88.2,740
1276,89.5,751
1277,88.1,739
1278,89.4,750
1279,88.6,743
1280,88.2,740
1281,89.5,751
1282,88,738
1283,88.6,743
1284,89.4,750
1285,88,738
1286,89.8,753
1287,88.4,741
1288,88.4,741
1289,89.4,750
1290,88.2,740
1291,88.4,741
1292,88.6,743
1293,89.9,754
1294,87.1,731
1295,89.6,752
1296,89.5,751
1297,88.4,741
1298,88,738
1299,89.4,750
1300,88.4,741
1301,88.4,741
1302,89.6,752
1303,88.2,740
1304,88.1,739
1305,89.5,751
1306,88.5,742
1307,89.5,751
1308,88.4,741
1309,88.6,743
1310,88.4,741
1311,88.4,741
1312,89.9,754
1313,88.1,739
1314,88.2,740
1315,89.9,754
1316,88.4,741
1317,88.4,741
1318,89,747
1319,88.2,740
1320,88.5,742
1321,89.4,750
1322,88.4,741
1323,89.4,750
1324,88.2,740
1325,89.4,750
1326,88.1,739
1327,88.4,741
1328,89.5,751
1329,88.1,739
1330,89.4,750
1331,88.1,739
1332,88.5,742
1333,89.2,749
