Interval,Transfer,Bandwidth
1452,88.6,743
1453,88.4,741
1454,89.2,749
1455,87.9,737
1456,89.2,749
1457,88.5,742
1458,89,747
1459,88.1,739
1460,89.5,751
1461,88.5,742
1462,88.4,741
1463,88.6,743
1464,88.4,741
1465,88.6,743
1466,89.5,751
1467,89,747
1468,87.1,731
1469,89.5,751
1470,89.1,748
1471,89.1,748
1472,87.8,736
1473,89.2,749
1474,87.6,735
1475,90.1,756
1476,88.2,740
1477,88.8,744
1478,88.8,744
1479,89.1,748
1480,88.5,742
1481,88.2,740
1482,88.5,742
1483,87.4,733
1484,90.4,758
1485,88.6,743
1486,88.5,742
1487,89.6,752
1488,88.2,740
1489,88.8,744
1490,89,747
1491,87.9,737
1492,89.2,749
1493,88.8,744
1494,88.9,746
1495,88.8,744
1496,89,747
1497,87.9,737
1498,89.1,748
1499,89,747
1500,88.9,746
1501,88.6,743
1502,88.8,744
1503,86.6,727
1504,90.8,761
1505,88,738
1506,87.8,736
1507,90.1,756
1508,88.1,739
1509,89.5,751
1510,87.9,737
1511,89,747
1512,88.6,743
1513,88.6,743
1514,89.4,750
1515,88.4,741
1516,89.1,748
1517,87.5,734
1518,89.2,749
1519,88,738
1520,90.1,756
1521,88.8,744
1522,88,738
1523,89,747
1524,88.4,741
1525,89.2,749
1526,88.6,743
1527,88.6,743
1528,88.8,744
1529,87,730
1530,90.9,762
1531,88.5,742
1532,88.9,746
1533,87.9,737
1534,88.8,744
1535,88.8,744
1536,88.6,743
1537,89.4,750
1538,88,738
1539,87.2,732
1540,90.4,758
1541,88.8,744
1542,88.8,744
1543,88.8,744
1544,88.4,741
1545,89.2,749
1546,89.1,748
1547,87.8,736
1548,89.1,748
1549,88.4,741
1550,89.8,753
1551,88.6,743
1552,88.5,742
1553,88.1,739
1554,89.2,749
1555,88.2,740
1556,88.8,744
1557,89.5,751
1558,88,738
1559,88.9,746
1560,88.5,742
1561,89.4,750
1562,88.8,744
1563,87.8,736
1564,89.6,752
1565,88.1,739
1566,88.8,744
1567,88.8,744
1568,88.6,743
1569,88.6,743
1570,89.2,749
1571,88.8,744
1572,87.9,737
1573,88.9,746
1574,89,747
1575,89,747
1576,86.4,725
1577,91.4,767
1578,88.6,743
1579,88,738
1580,89.2,749
1581,88.5,742
1582,88.2,740
1583,88.6,743
1584,89.4,750
1585,88.8,744
1586,89,747
1587,88.2,740
1588,89.1,748
1589,87.2,732
1590,90.2,757
1591,88.6,743
1592,87.9,737
1593,89.5,751
1594,88.4,741
1595,89,747
1596,88.8,744
1597,88.4,741
1598,87.8,736
1599,89.9,754
1600,89,747
1601,88.2,740
1602,88.9,746
1603,88.6,743
1604,88.2,740
1605,88.8,744
1606,87.6,735
1607,90.2,757
1608,88.2,740
1609,88.5,742
1610,89,747
1611,89.1,748
1612,89.1,748
1613,88.4,741
1614,88.8,744
1615,88.6,743
1616,88.4,741
1617,88.8,744
1618,88.9,746
1619,88.9,746
1620,88.4,741
1621,89.1,748
1622,88.9,746
1623,88.1,739
1624,88.8,744
1625,88.6,743
1626,88.8,744
1627,89.4,750
1628,88.6,743
1629,88.6,743
1630,88.8,744
1631,88.9,746
1632,88.8,744
1633,88.1,739
1634,88.4,741
1635,89.1,748
1636,88.6,743
1637,88.4,741
1638,89.4,750
1639,88,738
1640,89.2,749
1641,88.5,742
1642,88.6,743
1643,89.2,749
1644,88.9,746
1645,88.1,739
1646,89.2,749
1647,87.9,737
1648,89.4,750
1649,88.4,741
1650,89.4,750
1651,88,738
1652,89,747
1653,88.5,742
1654,88.4,741
1655,89.2,749
1656,88.8,744
1657,88.5,742
1658,89.2,749
1659,88,738
1660,89.1,748
1661,87.4,733
1662,89.6,752
1663,88,738
1664,89.4,750
1665,88.4,741
1666,88.9,746
1667,88.8,744
1668,89.2,749
1669,88.8,744
1670,87.8,736
1671,89.9,754
1672,88.5,742
1673,88.4,741
1674,89.2,749
1675,88.1,739
1676,88.5,742
1677,88.6,743
1678,89.5,751
1679,88.8,744
1680,88.2,740
1681,89.2,749
1682,88.6,743
1683,88.5,742
1684,88.8,744
1685,88.4,741
1686,88.6,743
1687,89.8,753
1688,88.2,740
1689,88,738
1690,89.9,754
1691,88.5,742
1692,88.9,746
1693,88.8,744
1694,88.4,741
1695,88.8,744
1696,88.2,740
1697,89.4,750
1698,88.1,739
1699,88.9,746
1700,88.5,742
1701,89.2,749
1702,88,738
1703,89,747
1704,88.9,746
1705,88.5,742
1706,88.9,746
1707,88.9,746
1708,88.4,741
1709,88.5,742
1710,89.6,752
1711,87.8,736
1712,89.5,751
1713,88.5,742
1714,89,747
1715,88.8,744
1716,87.9,737
1717,88.9,746
1718,89.5,751
1719,88,738
1720,89,747
1721,88.6,743
1722,87.8,736
1723,89.8,753
1724,88.4,741
1725,89,747
1726,88.9,746
1727,88.9,746
1728,88.2,740
1729,88.9,746
1730,88.1,739
1731,88.9,746
1732,88.8,744
1733,89.4,750
1734,88.4,741
1735,88.9,746
1736,89.1,748
1737,88.2,740
1738,88.8,744
1739,88.5,742
1740,89,747
1741,88.6,743
